-2.84955. -3.88926, 16.2, 1, -0.0561247
-2.84411. -3.88957, 16.2054, 1.00627, -0.0546757
-2.83867. -3.88987, 16.2108, 1.0125, -0.0531879
-2.83323. -3.89016, 16.2162, 1.01869, -0.0517414
-2.82779. -3.89044, 16.2215, 1.02484, -0.0503845
-2.82235. -3.89071, 16.2268, 1.03096, -0.048938
-2.8169. -3.89098, 16.2321, 1.03705, -0.0475352
-2.81146. -3.89124, 16.2373, 1.0431, -0.046222
-2.80602. -3.89149, 16.2425, 1.04911, -0.044865
-2.80058. -3.89174, 16.2477, 1.05509, -0.0435497
-2.79513. -3.89197, 16.2529, 1.06105, -0.0422364
-2.78969. -3.8922, 16.258, 1.06697, -0.0410105
-2.78424. -3.89243, 16.2631, 1.07285, -0.0396954
-2.7788. -3.89264, 16.2682, 1.07871, -0.0384712
-2.77335. -3.89285, 16.2732, 1.08454, -0.0372436
-2.76791. -3.89305, 16.2782, 1.09034, -0.0360193
-2.76246. -3.89325, 16.2832, 1.09611, -0.0348792
-2.75702. -3.89344, 16.2881, 1.10186, -0.0336985
-2.75157. -3.89362, 16.2931, 1.10758, -0.0325586
-2.74613. -3.8938, 16.298, 1.11327, -0.0314653
-2.74068. -3.89397, 16.3029, 1.11893, -0.0303269
-2.73523. -3.89414, 16.3077, 1.12457, -0.0292335
-2.72979. -3.8943, 16.3126, 1.13018, -0.0281813
-2.72434. -3.89445, 16.3174, 1.13577, -0.0271316
-2.71889. -3.8946, 16.3222, 1.14134, -0.0261244
-2.71345. -3.89474, 16.3269, 1.14688, -0.0251184
-2.708. -3.89488, 16.3317, 1.1524, -0.024155
-2.70255. -3.89501, 16.3364, 1.15789, -0.0231489
-2.6971. -3.89514, 16.3411, 1.16336, -0.0222293
-2.69166. -3.89526, 16.3457, 1.16881, -0.0212669
-2.68621. -3.89537, 16.3504, 1.17424, -0.020391
-2.68076. -3.89548, 16.355, 1.17965, -0.0195161
-2.67531. -3.89559, 16.3596, 1.18504, -0.0186412
-2.66986. -3.89569, 16.3642, 1.1904, -0.0177646
-2.66442. -3.89579, 16.3688, 1.19575, -0.0169779
-2.65897. -3.89588, 16.3733, 1.20108, -0.0161467
-2.65352. -3.89597, 16.3779, 1.20638, -0.0153585
-2.64807. -3.89605, 16.3824, 1.21167, -0.0146147
-2.64262. -3.89613, 16.3869, 1.21694, -0.0138272
-2.63718. -3.89621, 16.3913, 1.22219, -0.0131272
-2.63173. -3.89628, 16.3958, 1.22742, -0.0124266
-2.62628. -3.89635, 16.4002, 1.23263, -0.0117266
-2.62083. -3.89641, 16.4046, 1.23783, -0.0110266
-2.61538. -3.89647, 16.409, 1.243, -0.010414
-2.60993. -3.89653, 16.4134, 1.24816, -0.00975728
-2.60448. -3.89658, 16.4177, 1.2533, -0.0091885
-2.59903. -3.89663, 16.4221, 1.25843, -0.00857634
-2.59359. -3.89668, 16.4264, 1.26354, -0.00800753
-2.58814. -3.89672, 16.4307, 1.26863, -0.00743806
-2.58269. -3.89676, 16.435, 1.27371, -0.00691364
-2.57724. -3.8968, 16.4393, 1.27876, -0.00638829
-2.57179. -3.89683, 16.4435, 1.28381, -0.00590699
-2.56634. -3.89687, 16.4477, 1.28883, -0.00546921
-2.56089. -3.8969, 16.452, 1.29384, -0.00498814
-2.55544. -3.89692, 16.4562, 1.29884, -0.00455059
-2.55. -3.89695, 16.4604, 1.30382, -0.00411286
-2.54455. -3.89697, 16.4645, 1.30878, -0.003763
-2.5391. -3.89699, 16.4687, 1.31373, -0.0033692
-2.53365. -3.89701, 16.4728, 1.31866, -0.00301916
-2.5282. -3.89703, 16.4769, 1.32358, -0.00266899
-2.52275. -3.89704, 16.4811, 1.32848, -0.00236282
-2.5173. -3.89705, 16.4851, 1.33337, -0.00205644
-2.51185. -3.89707, 16.4892, 1.33824, -0.00183775
-2.5064. -3.89708, 16.4933, 1.3431, -0.00153146
-2.50096. -3.89708, 16.4973, 1.34794, -0.00126887
-2.49551. -3.89709, 16.5014, 1.35277, -0.0010939
-2.49006. -3.8971, 16.5054, 1.35758, -0.000918836
-2.48461. -3.8971, 16.5094, 1.36238, -0.000700096
-2.47916. -3.89711, 16.5134, 1.36716, -0.000568803
-2.47371. -3.89711, 16.5174, 1.37193, -0.000393804
-2.46826. -3.89711, 16.5213, 1.37668, -0.000306279
-2.46281. -3.89711, 16.5253, 1.38142, -0.00021878
-2.45736. -3.89711, 16.5292, 1.38614, -8.7512e-05
-2.45192. -3.89711, 16.5332, 1.39085, -8.75082e-05
-2.44647. -3.89711, 16.5371, 1.39554, 0
-2.44102. -3.89711, 16.541, 1.40022, 0
-2.43557. -3.89711, 16.5448, 1.40488, 0
-2.4289. -3.89711, 16.5496, 1.41056, 0
-2.42206. -3.89711, 16.5544, 1.41637, 0
-2.41522. -3.89711, 16.5592, 1.42215, 0
-2.40838. -3.89711, 16.564, 1.42791, 0
-2.40155. -3.89711, 16.5688, 1.43365, 0
-2.39471. -3.89711, 16.5736, 1.43936, 0
-2.38787. -3.89711, 16.5783, 1.44505, 0
-2.38103. -3.89711, 16.583, 1.45072, 0
-2.37419. -3.89711, 16.5878, 1.45636, 0
-2.36735. -3.89711, 16.5924, 1.46199, 0
-2.36051. -3.89711, 16.5971, 1.46759, 0
-2.35367. -3.89711, 16.6018, 1.47317, 0
-2.34683. -3.89711, 16.6064, 1.47198, 0
-2.33999. -3.89711, 16.6111, 1.46639, 0
-2.33316. -3.89711, 16.6157, 1.46079, 0
-2.32632. -3.89711, 16.6204, 1.45516, 0
-2.31948. -3.89711, 16.6251, 1.44951, 0
-2.31264. -3.89711, 16.6299, 1.44383, 0
-2.3058. -3.89711, 16.6346, 1.43814, 0
-2.29896. -3.89711, 16.6394, 1.43242, 0
-2.29212. -3.89711, 16.6442, 1.42668, 0
-2.28528. -3.89711, 16.649, 1.42091, 0
-2.27844. -3.89711, 16.6538, 1.41513, 0
-2.2716. -3.89711, 16.6586, 1.40932, 0
-2.26476. -3.89711, 16.6635, 1.40348, 0
-2.25793. -3.89711, 16.6684, 1.39762, 0
-2.25109. -3.89711, 16.6733, 1.39174, 0
-2.24425. -3.89711, 16.6782, 1.38583, 0
-2.23741. -3.89711, 16.6831, 1.37989, 0
-2.23057. -3.89711, 16.6881, 1.37393, 0
-2.22373. -3.89711, 16.6931, 1.36794, 0
-2.21689. -3.89711, 16.6981, 1.36193, 0
-2.21005. -3.89711, 16.7031, 1.35589, 0
-2.20321. -3.89711, 16.7082, 1.34983, 0
-2.19637. -3.89711, 16.7133, 1.34373, 0
-2.18954. -3.89711, 16.7184, 1.33761, 0
-2.1827. -3.89711, 16.7235, 1.33146, 0
-2.17586. -3.89711, 16.7286, 1.32528, 0
-2.16902. -3.89711, 16.7338, 1.31908, 0
-2.16218. -3.89711, 16.739, 1.31284, 0
-2.15534. -3.89711, 16.7442, 1.30657, 0
-2.1485. -3.89711, 16.7495, 1.30028, 0
-2.14166. -3.89711, 16.7548, 1.29395, 0
-2.13482. -3.89711, 16.7601, 1.28759, 0
-2.12798. -3.89711, 16.7654, 1.2812, 0
-2.12115. -3.89711, 16.7707, 1.27478, 0
-2.11431. -3.89711, 16.7761, 1.26833, 0
-2.10747. -3.89711, 16.7815, 1.26184, 0
-2.10063. -3.89711, 16.787, 1.25532, 0
-2.09379. -3.89711, 16.7924, 1.24876, 0
-2.08695. -3.89711, 16.7979, 1.24218, 0
-2.08011. -3.89711, 16.8034, 1.23555, 0
-2.07327. -3.89711, 16.809, 1.22889, 0
-2.06643. -3.89711, 16.8146, 1.22219, 0
-2.05959. -3.89711, 16.8202, 1.21546, 0
-2.05275. -3.89711, 16.8258, 1.20869, 0
-2.04592. -3.89711, 16.8315, 1.20188, 0
-2.03908. -3.89711, 16.8372, 1.19503, 0
-2.03224. -3.89711, 16.8429, 1.18815, 0
-2.0254. -3.89711, 16.8487, 1.18122, 0
-2.01856. -3.89711, 16.8545, 1.17425, 0
-2.01172. -3.89711, 16.8604, 1.16724, 0
-2.00488. -3.89711, 16.8662, 1.16019, 0
-1.99804. -3.89711, 16.8721, 1.15309, 0
-1.9912. -3.89711, 16.8781, 1.14595, 0
-1.98436. -3.89711, 16.8841, 1.13877, 0
-1.97753. -3.89711, 16.8901, 1.13154, 0
-1.97069. -3.89711, 16.8962, 1.12426, 0
-1.96385. -3.89711, 16.9023, 1.11694, 0
-1.95701. -3.89711, 16.9084, 1.10957, 0
-1.95017. -3.89711, 16.9146, 1.10215, 0
-1.94333. -3.89711, 16.9208, 1.09467, 0
-1.93667. -3.89711, 16.9269, 1.08735, 0
-1.93125. -3.89711, 16.9319, 1.08135, -0.00013197
-1.92583. -3.89711, 16.937, 1.07532, -0.000351927
-1.92041. -3.89712, 16.942, 1.06927, -0.000615872
-1.91499. -3.89712, 16.9471, 1.06319, -0.00105578
-1.90957. -3.89713, 16.9522, 1.05709, -0.00153964
-1.90415. -3.89713, 16.9573, 1.05097, -0.00215555
-1.89873. -3.89715, 16.9625, 1.04483, -0.00290339
-1.89331. -3.89716, 16.9677, 1.03867, -0.0037392
-1.88789. -3.89718, 16.973, 1.0325, -0.00461901
-1.88247. -3.89721, 16.9782, 1.02631, -0.00567488
-1.87705. -3.89724, 16.9835, 1.0201, -0.00677464
-1.87163. -3.89727, 16.9888, 1.01388, -0.00800634
-1.86621. -3.89732, 16.9942, 1.00765, -0.00937019
-1.86079. -3.89737, 16.9996, 1.00141, -0.0108218
-1.85537. -3.89743, 17.005, 0.995159, -0.0123176
-1.84995. -3.89749, 17.0105, 0.988898, -0.0139897
-1.84453. -3.89757, 17.016, 0.982627, -0.0157052
-1.83911. -3.89766, 17.0215, 0.976347, -0.0175972
-1.83369. -3.89775, 17.0271, 0.97006, -0.0194889
-1.82828. -3.89786, 17.0327, 0.963763, -0.0216009
-1.82286. -3.89797, 17.0383, 0.957459, -0.0237134
-1.81744. -3.8981, 17.044, 0.951147, -0.0260013
-1.81202. -3.89824, 17.0497, 0.944826, -0.0283337
-1.8066. -3.8984, 17.0555, 0.938497, -0.0308421
-1.80119. -3.89856, 17.0613, 0.93216, -0.033351
-1.79577. -3.89874, 17.0671, 0.925813, -0.0360799
-1.79035. -3.89894, 17.073, 0.919457, -0.0388095
-1.78494. -3.89915, 17.0789, 0.913091, -0.0416719
-1.77952. -3.89938, 17.0849, 0.906713, -0.0447092
-1.77411. -3.89962, 17.0909, 0.900324, -0.0477474
-1.76869. -3.89988, 17.0969, 0.893922, -0.0509195
-1.76328. -3.90015, 17.103, 0.887506, -0.0542223
-1.75787. -3.90045, 17.1091, 0.881075, -0.0576166
-1.75246. -3.90076, 17.1153, 0.874628, -0.0610962
-1.74705. -3.90109, 17.1215, 0.868163, -0.0646676
-1.74164. -3.90144, 17.1278, 0.861678, -0.0684146
-1.73623. -3.90181, 17.1341, 0.855173, -0.0721631
-1.73083. -3.9022, 17.1405, 0.848644, -0.0760904
-1.72542. -3.90261, 17.1469, 0.842091, -0.0801036
-1.72002. -3.90305, 17.1533, 0.835511, -0.084166
-1.71462. -3.9035, 17.1598, 0.828901, -0.0884056
-1.70922. -3.90398, 17.1664, 0.82226, -0.0927329
-1.70383. -3.90448, 17.173, 0.815585, -0.097108
-1.69843. -3.90501, 17.1797, 0.808873, -0.10166
-1.69304. -3.90556, 17.1864, 0.802121, -0.106263
-1.68765. -3.90613, 17.1932, 0.795326, -0.110997
-1.68227. -3.90673, 17.2001, 0.788486, -0.115821
-1.67688. -3.90736, 17.207, 0.781597, -0.120737
-1.6715. -3.90801, 17.2139, 0.774655, -0.125752
-1.66612. -3.90869, 17.221, 0.767657, -0.130935
-1.66075. -3.9094, 17.228, 0.760599, -0.136133
-1.65538. -3.91013, 17.2352, 0.753477, -0.141462
-1.65002. -3.9109, 17.2424, 0.746286, -0.146927
-1.64465. -3.91169, 17.2497, 0.739022, -0.152449
-1.6393. -3.91252, 17.2571, 0.731681, -0.158098
-1.63395. -3.91337, 17.2645, 0.724258, -0.163898
-1.6286. -3.91425, 17.2721, 0.716747, -0.16969
-1.62326. -3.91517, 17.2797, 0.709143, -0.175679
-1.61792. -3.91612, 17.2874, 0.701441, -0.181711
-1.61259. -3.91709, 17.2951, 0.693634, -0.187888
-1.60727. -3.91811, 17.303, 0.685717, -0.194117
-1.60195. -3.91915, 17.3109, 0.677683, -0.200488
-1.59664. -3.92023, 17.319, 0.669526, -0.206998
-1.59133. -3.92135, 17.3271, 0.661237, -0.213525
-1.58604. -3.92249, 17.3354, 0.65281, -0.220234
-1.58075. -3.92368, 17.3437, 0.644237, -0.227
-1.57547. -3.9249, 17.3522, 0.63551, -0.233866
-1.57019. -3.92615, 17.3608, 0.626619, -0.240839
-1.56493. -3.92745, 17.3695, 0.617555, -0.247913
-1.55968. -3.92878, 17.3783, 0.60831, -0.255136
-1.55443. -3.93014, 17.3873, 0.598871, -0.262413
-1.5492. -3.93155, 17.3964, 0.589228, -0.269804
-1.54397. -3.933, 17.4057, 0.579368, -0.277291
-1.53876. -3.93448, 17.4152, 0.56928, -0.284856
-1.53356. -3.936, 17.4248, 0.558949, -0.292603
-1.52837. -3.93757, 17.4346, 0.548359, -0.300381
-1.52319. -3.93917, 17.4445, 0.537496, -0.308305
-1.51803. -3.94081, 17.4547, 0.52634, -0.316311
-1.51288. -3.9425, 17.4651, 0.514872, -0.324415
-1.50774. -3.94423, 17.4758, 0.503071, -0.332594
-1.50262. -3.946, 17.4867, 0.490912, -0.34095
-1.49751. -3.94781, 17.4979, 0.478369, -0.349354
-1.49242. -3.94966, 17.5094, 0.465411, -0.357885
-1.48734. -3.95156, 17.5212, 0.452002, -0.366496
-1.48228. -3.9535, 17.5333, 0.438104, -0.375229
-1.47724. -3.95549, 17.5459, 0.42367, -0.384044
-1.47221. -3.95752, 17.559, 0.408645, -0.392981
-1.46721. -3.9596, 17.5725, 0.392966, -0.402041
-1.46222. -3.96172, 17.5866, 0.376552, -0.411145
-1.45725. -3.96388, 17.6013, 0.359309, -0.420373
-1.4523. -3.9661, 17.6168, 0.341116, -0.429744
-1.44738. -3.96835, 17.6331, 0.321817, -0.439192
-1.44247. -3.97066, 17.6505, 0.301208, -0.448745
-1.43759. -3.97301, 17.6692, 0.279006, -0.458355
-1.43273. -3.97541, 17.6895, 0.254806, -0.468123
-1.42789. -3.97785, 17.712, 0.227985, -0.47801
-1.42308. -3.98035, 17.7374, 0.197492, -0.487936
-1.41829. -3.98289, 17.7676, 0.161279, -0.497984
-1.41353. -3.98548, 17.807, 0.11405, -0.508173
-1.4088. -3.98811, 17.9021, 0, -0.518426
-1.40409. -3.9908, 18.9, 0, -0.528771
-1.39941. -3.99353, 18.995, 0.114051, -0.539009
-1.39476. -3.99631, 19.0344, 0.16128, -0.549231
-1.39014. -3.99914, 19.0646, 0.197492, -0.559266
-1.38554. -4.00202, 19.0901, 0.227984, -0.569224
-1.38098. -4.00494, 19.1126, 0.254803, -0.579071
-1.37644. -4.00791, 19.1329, 0.279, -0.588796
-1.37193. -4.01092, 19.1515, 0.301197, -0.598447
-1.36746. -4.01397, 19.1689, 0.321801, -0.608025
-1.36301. -4.01707, 19.1853, 0.341094, -0.617496
-1.35859. -4.0202, 19.2008, 0.359281, -0.62681
-1.3542. -4.02338, 19.2155, 0.376516, -0.635996
-1.34984. -4.0266, 19.2296, 0.39292, -0.645195
-1.34551. -4.02986, 19.2431, 0.408589, -0.654169
-1.34121. -4.03316, 19.2561, 0.423601, -0.663158
-1.33694. -4.03649, 19.2687, 0.438023, -0.671993
-1.33269. -4.03987, 19.2809, 0.451907, -0.680691
-1.32848. -4.04328, 19.2927, 0.4653, -0.68932
-1.3243. -4.04673, 19.3042, 0.478242, -0.697814
-1.32015. -4.05021, 19.3154, 0.490768, -0.706307
-1.31602. -4.05373, 19.3263, 0.502907, -0.714557
-1.31193. -4.05728, 19.3369, 0.514688, -0.72277
-1.30787. -4.06086, 19.3474, 0.526134, -0.730953
-1.30383. -4.06448, 19.3576, 0.537268, -0.738845
-1.29982. -4.06813, 19.3675, 0.548107, -0.746817
-1.29585. -4.07181, 19.3773, 0.558672, -0.75463
-1.2919. -4.07553, 19.3869, 0.568977, -0.762284
-1.28798. -4.07927, 19.3964, 0.579038, -0.769938
-1.28409. -4.08304, 19.4057, 0.588869, -0.777372
-1.28022. -4.08684, 19.4148, 0.598482, -0.784838
-1.27639. -4.09067, 19.4238, 0.607891, -0.792055
-1.27258. -4.09453, 19.4326, 0.617105, -0.799287
-1.2688. -4.09842, 19.4414, 0.626136, -0.80632
-1.26505. -4.10233, 19.4499, 0.634993, -0.813365
-1.26133. -4.10627, 19.4584, 0.643687, -0.820152
-1.25763. -4.11023, 19.4668, 0.652224, -0.827028
-1.25396. -4.11422, 19.475, 0.660615, -0.833632
-1.25032. -4.11823, 19.4832, 0.668867, -0.840205
-1.2467. -4.12227, 19.4913, 0.676986, -0.846744
-1.24311. -4.12633, 19.4992, 0.684982, -0.853001
-1.23955. -4.13041, 19.5071, 0.69286, -0.859341
-1.23601. -4.13451, 19.5149, 0.700627, -0.865474
-1.2325. -4.13864, 19.5226, 0.708289, -0.871558
-1.22901. -4.14279, 19.5302, 0.715852, -0.877477
-1.22554. -4.14696, 19.5377, 0.723322, -0.883324
-1.2221. -4.15114, 19.5452, 0.730704, -0.889103
-1.21869. -4.15535, 19.5525, 0.738003, -0.894736
-1.2153. -4.15958, 19.5598, 0.745224, -0.900263
-1.21193. -4.16383, 19.5671, 0.752373, -0.905756
-1.20859. -4.16809, 19.5742, 0.759452, -0.911053
-1.20526. -4.17237, 19.5814, 0.766468, -0.91628
-1.20196. -4.17667, 19.5884, 0.773423, -0.921453
-1.19869. -4.18099, 19.5954, 0.780321, -0.926433
-1.19543. -4.18532, 19.6023, 0.787167, -0.931413
-1.1922. -4.18967, 19.6091, 0.793965, -0.936199
-1.18899. -4.19404, 19.6159, 0.800716, -0.940933
-1.18579. -4.19842, 19.6227, 0.807424, -0.945561
-1.18262. -4.20281, 19.6294, 0.814094, -0.950015
-1.17947. -4.20722, 19.636, 0.820726, -0.954502
-1.17634. -4.21164, 19.6426, 0.827325, -0.95878
-1.17322. -4.21608, 19.6491, 0.833892, -0.963022
-1.17013. -4.22053, 19.6556, 0.840431, -0.967127
-1.16705. -4.22499, 19.662, 0.846943, -0.971105
-1.16399. -4.22946, 19.6684, 0.853431, -0.974985
-1.16095. -4.23395, 19.6747, 0.859895, -0.978804
-1.15793. -4.23845, 19.681, 0.86634, -0.982538
-1.15492. -4.24296, 19.6872, 0.872766, -0.9861
-1.15193. -4.24748, 19.6934, 0.879174, -0.989578
-1.14895. -4.25201, 19.6995, 0.885567, -0.992957
-1.14599. -4.25655, 19.7056, 0.891945, -0.996276
-1.14305. -4.2611, 19.7117, 0.89831, -0.999448
-1.14011. -4.26565, 19.7177, 0.904663, -1.00254
-1.1372. -4.27022, 19.7237, 0.911006, -1.0055
-1.13429. -4.2748, 19.7296, 0.917338, -1.00838
-1.1314. -4.27938, 19.7355, 0.92366, -1.01113
-1.12853. -4.28398, 19.7413, 0.929974, -1.01382
-1.12566. -4.28858, 19.7471, 0.93628, -1.01639
-1.12281. -4.29319, 19.7529, 0.942579, -1.01884
-1.11997. -4.2978, 19.7586, 0.94887, -1.02119
-1.11714. -4.30242, 19.7643, 0.955154, -1.02348
-1.11432. -4.30705, 19.77, 0.961432, -1.02565
